,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
228,CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,6.0,8,A6,Ethanol (E85),30.2,20.5,25.8,11,413
229,CHEVROLET,IMPALA,FULL-SIZE,2.5,4,AS6,Regular Gasoline,11.3,7.5,9.6,29,221
230,CHEVROLET,IMPALA,FULL-SIZE,3.6,6,AS6,Regular Gasoline,12.6,8.2,10.6,27,244
231,CHEVROLET,IMPALA,FULL-SIZE,3.6,6,AS6,Ethanol (E85),16.7,11.3,14.3,20,229
232,CHEVROLET,IMPALA ECO,FULL-SIZE,2.4,4,AS6,Regular Gasoline,10.0,7.0,8.7,32,200
233,CHEVROLET,MALIBU,MID-SIZE,2.0,4,AS6,Premium Gasoline,11.5,7.9,9.9,29,228
234,CHEVROLET,MALIBU,MID-SIZE,2.5,4,AS6,Regular Gasoline,9.3,6.4,8.0,35,184
235,CHEVROLET,ORLANDO,SUV - SMALL,2.4,4,AS6,Regular Gasoline,12.2,8.6,10.6,27,244
236,CHEVROLET,ORLANDO,SUV - SMALL,2.4,4,M6,Regular Gasoline,11.8,8.3,10.2,28,235
237,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,4.3,6,A6,Regular Gasoline,13.4,9.9,11.8,24,271
238,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,4.3,6,A6,Ethanol (E85),18.9,14.2,16.8,17,269
239,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A6,Regular Gasoline,14.6,10.3,12.7,22,292
240,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A6,Ethanol (E85),19.5,13.7,16.9,17,270
241,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,6.2,8,A6,Premium Gasoline,16.3,11.4,14.1,20,324
242,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,Regular Gasoline,14.2,10.6,12.6,22,290
243,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,Ethanol (E85),20.0,15.1,17.8,16,285
244,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,Regular Gasoline,14.9,10.6,13.0,22,299
245,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,Ethanol (E85),19.9,14.2,17.3,16,277
246,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,6.2,8,A6,Premium Gasoline,16.4,11.7,14.3,20,329
247,CHEVROLET,SONIC,COMPACT,1.4,4,AS6,Regular Gasoline,9.1,6.7,8.0,35,184
248,CHEVROLET,SONIC,COMPACT,1.4,4,M6,Regular Gasoline,8.5,6.2,7.5,38,173
249,CHEVROLET,SONIC,COMPACT,1.8,4,AS6,Regular Gasoline,9.6,6.6,8.3,34,191
250,CHEVROLET,SONIC,COMPACT,1.8,4,M5,Regular Gasoline,8.9,6.7,7.9,36,182
251,CHEVROLET,SONIC RS,COMPACT,1.4,4,AS6,Regular Gasoline,9.4,7.0,8.3,34,191
252,CHEVROLET,SONIC RS,COMPACT,1.4,4,M6,Regular Gasoline,8.8,7.0,8.0,35,184
253,CHEVROLET,SONIC 5,MID-SIZE,1.4,4,AS6,Regular Gasoline,9.1,6.7,8.0,35,184
254,CHEVROLET,SONIC 5,MID-SIZE,1.4,4,M6,Regular Gasoline,8.5,6.2,7.5,38,172
255,CHEVROLET,SONIC 5,MID-SIZE,1.8,4,AS6,Regular Gasoline,9.6,6.6,8.3,34,191
256,CHEVROLET,SONIC 5,MID-SIZE,1.8,4,M5,Regular Gasoline,8.9,6.7,7.9,36,182
257,CHEVROLET,SONIC 5 RS,MID-SIZE,1.4,4,AS6,Regular Gasoline,9.4,7.0,8.3,34,191
258,CHEVROLET,SONIC 5 RS,MID-SIZE,1.4,4,M6,Regular Gasoline,8.8,7.0,8.0,35,184
259,CHEVROLET,SPARK,SUBCOMPACT,1.2,4,AV,Regular Gasoline,7.7,6.0,6.9,41,159
260,CHEVROLET,SPARK,SUBCOMPACT,1.2,4,M5,Regular Gasoline,7.6,6.0,6.9,41,159
261,CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8,A6,Regular Gasoline,16.0,11.1,13.8,20,317
262,CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8,A6,Ethanol (E85),21.5,14.6,18.4,15,294
263,CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8,A6,Regular Gasoline,16.0,11.1,13.8,20,317
264,CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8,A6,Ethanol (E85),21.5,14.6,18.4,15,294
265,CHEVROLET,TAHOE,SUV - STANDARD,5.3,8,A6,Regular Gasoline,16.0,11.1,13.8,20,317
266,CHEVROLET,TAHOE,SUV - STANDARD,5.3,8,A6,Ethanol (E85),21.5,14.6,18.4,15,294
267,CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.3,8,A6,Regular Gasoline,16.0,11.1,13.8,20,317
268,CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.3,8,A6,Ethanol (E85),21.5,14.6,18.4,15,294
269,CHEVROLET,TRAVERSE,SUV - STANDARD,3.6,6,A6,Regular Gasoline,14.3,9.9,12.3,23,283
270,CHEVROLET,TRAVERSE AWD,SUV - STANDARD,3.6,6,A6,Regular Gasoline,14.6,10.2,12.6,22,290
271,CHEVROLET,TRAX,SUV - SMALL,1.4,4,AS6,Regular Gasoline,9.4,7.1,8.4,34,193
272,CHEVROLET,TRAX,SUV - SMALL,1.4,4,M6,Regular Gasoline,9.1,6.8,8.1,35,186
273,CHEVROLET,TRAX AWD,SUV - SMALL,1.4,4,AS6,Regular Gasoline,10.0,7.8,9.0,31,207
274,CHRYSLER,300,FULL-SIZE,3.6,6,A8,Regular Gasoline,12.4,7.7,10.3,27,237
275,CHRYSLER,200 CONVERTIBLE,COMPACT,2.4,4,A4,Regular Gasoline,11.7,8.2,10.1,28,232
276,CHRYSLER,200 CONVERTIBLE,COMPACT,2.4,4,A6,Regular Gasoline,12.9,8.1,10.7,26,246
277,CHRYSLER,200 CONVERTIBLE FFV,COMPACT,3.6,6,A6,Regular Gasoline,12.5,8.1,10.5,27,242
278,CHRYSLER,200 CONVERTIBLE FFV,COMPACT,3.6,6,A6,Ethanol (E85),17.0,11.2,14.4,20,230
279,CHRYSLER,200 SEDAN,MID-SIZE,2.4,4,A4,Regular Gasoline,11.2,8.0,9.8,29,225
280,CHRYSLER,200 SEDAN,MID-SIZE,2.4,4,A6,Regular Gasoline,12.0,7.6,10.0,28,230
281,CHRYSLER,200 SEDAN FFV,MID-SIZE,3.6,6,A6,Regular Gasoline,12.5,8.1,10.5,27,242
282,CHRYSLER,200 SEDAN FFV,MID-SIZE,3.6,6,A6,Ethanol (E85),17.0,11.2,14.4,20,230
283,CHRYSLER,300 (MDS),FULL-SIZE,5.7,8,A5,Regular Gasoline,15.8,9.2,12.8,22,294
284,CHRYSLER,300 AWD,FULL-SIZE,3.6,6,A8,Regular Gasoline,12.8,8.6,10.9,26,251
285,CHRYSLER,300 AWD (MDS),FULL-SIZE,5.7,8,A5,Regular Gasoline,16.1,10.0,13.4,21,308
286,CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,Regular Gasoline,12.8,8.6,10.9,26,251
287,CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,Ethanol (E85),17.3,11.7,14.8,19,237
288,CHRYSLER,300 FFV,FULL-SIZE,3.6,6,A8,Regular Gasoline,12.4,7.7,10.3,27,237
289,CHRYSLER,300 FFV,FULL-SIZE,3.6,6,A8,Ethanol (E85),16.8,10.3,13.9,20,222
290,CHRYSLER,300 SRT (MDS),FULL-SIZE,6.4,8,A5,Premium Gasoline,16.7,10.3,13.8,20,317
291,CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6,A6,Regular Gasoline,14.1,9.5,12.0,24,276
292,CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6,A6,Ethanol (E85),19.7,13.3,16.8,17,269
293,DODGE,AVENGER,MID-SIZE,2.4,4,A4,Regular Gasoline,11.2,8.0,9.8,29,225
294,DODGE,AVENGER,MID-SIZE,2.4,4,A6,Regular Gasoline,12.0,7.6,10.0,28,230
295,DODGE,AVENGER FFV,MID-SIZE,3.6,6,A6,Regular Gasoline,12.5,8.1,10.5,27,242
296,DODGE,AVENGER FFV,MID-SIZE,3.6,6,A6,Ethanol (E85),17.0,11.2,14.4,20,230
297,DODGE,CHALLENGER,MID-SIZE,3.6,6,A5,Regular Gasoline,13.2,8.7,11.2,25,258
298,DODGE,CHALLENGER,MID-SIZE,5.7,8,M6,Regular Gasoline,15.6,10.0,13.1,22,301
299,DODGE,CHALLENGER (MDS),MID-SIZE,5.7,8,A5,Regular Gasoline,15.8,9.2,12.8,22,294
300,DODGE,CHALLENGER SRT,MID-SIZE,6.4,8,M6,Premium Gasoline,16.8,10.4,13.9,20,320
301,DODGE,CHALLENGER SRT (MDS),MID-SIZE,6.4,8,A5,Premium Gasoline,16.7,10.3,13.8,20,317
302,DODGE,CHARGER,FULL-SIZE,3.6,6,A5,Regular Gasoline,13.2,8.7,11.2,25,258
303,DODGE,CHARGER,FULL-SIZE,3.6,6,A8,Regular Gasoline,12.4,7.7,10.3,27,237
304,DODGE,CHARGER (MDS),FULL-SIZE,5.7,8,A5,Regular Gasoline,15.8,9.2,12.8,22,294
305,DODGE,CHARGER AWD,FULL-SIZE,3.6,6,A8,Regular Gasoline,12.8,8.6,10.9,26,251
306,DODGE,CHARGER AWD (MDS),FULL-SIZE,5.7,8,A5,Regular Gasoline,16.1,10.0,13.4,21,308
307,DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,Regular Gasoline,12.8,8.6,10.9,26,251
308,DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,Ethanol (E85),17.3,11.7,14.8,19,237
309,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A5,Regular Gasoline,13.2,8.7,11.2,25,258
310,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A5,Ethanol (E85),18.3,12.6,15.7,18,251
311,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A8,Regular Gasoline,12.3,7.6,10.2,28,235
312,DODGE,CHARGER FFV,FULL-SIZE,3.6,6,A8,Ethanol (E85),16.8,10.3,13.9,20,222
313,DODGE,CHARGER SRT (MDS),FULL-SIZE,6.4,8,A5,Premium Gasoline,16.7,10.3,13.8,20,317
314,DODGE,DART,MID-SIZE,2.0,4,M6,Regular Gasoline,9.4,6.5,8.1,35,186
315,DODGE,DART,MID-SIZE,2.4,4,A6,Regular Gasoline,10.1,6.8,8.6,33,198
316,DODGE,DART,MID-SIZE,2.4,4,M6,Regular Gasoline,10.5,6.7,8.8,32,202
317,DODGE,DART FFV,MID-SIZE,2.0,4,A6,Regular Gasoline,9.9,7.0,8.6,33,198
318,DODGE,DART FFV,MID-SIZE,2.0,4,A6,Ethanol (E85),14.2,9.8,12.2,23,195
319,DODGE,DART GT,MID-SIZE,2.4,4,A6,Regular Gasoline,10.6,7.5,9.2,31,212
320,DODGE,DART GT,MID-SIZE,2.4,4,M6,Regular Gasoline,10.2,7.0,8.8,32,202
321,DODGE,DART TURBO AERO,MID-SIZE,1.4,4,AM6,Regular Gasoline,8.4,5.9,7.3,39,168
322,DODGE,DART TURBO AERO,MID-SIZE,1.4,4,M6,Regular Gasoline,8.5,5.8,7.3,39,168
323,DODGE,DURANGO AWD (MDS),SUV - STANDARD,5.7,8,A8,Regular Gasoline,17.3,10.8,14.4,20,331
324,DODGE,DURANGO AWD FFV,SUV - STANDARD,3.6,6,A8,Regular Gasoline,13.9,9.8,12.1,23,278
325,DODGE,DURANGO AWD FFV,SUV - STANDARD,3.6,6,A8,Ethanol (E85),17.7,13.0,15.6,18,250
326,DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,Regular Gasoline,13.7,9.4,11.8,24,271
327,DODGE,GRAND CARAVAN FFV,MINIVAN,3.6,6,A6,Ethanol (E85),19.2,13.1,16.5,17,264
328,DODGE,JOURNEY,SUV - SMALL,2.4,4,A4,Regular Gasoline,12.7,9.1,11.1,25,255
329,DODGE,JOURNEY AWD,SUV - SMALL,3.6,6,A6,Regular Gasoline,14.5,9.9,12.4,23,285
330,DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,Regular Gasoline,14.2,9.4,12.0,24,276
331,DODGE,JOURNEY FFV,SUV - SMALL,3.6,6,A6,Ethanol (E85),18.9,12.9,16.2,17,259
332,FIAT,500 ABARTH CABRIO,MINICOMPACT,1.4,4,M5,Regular Gasoline,8.5,6.9,7.8,36,179
333,FIAT,500 ABARTH HATCHBACK,MINICOMPACT,1.4,4,M5,Regular Gasoline,8.5,6.9,7.8,36,179
334,FIAT,500 CABRIO,MINICOMPACT,1.4,4,A6,Regular Gasoline,8.7,6.9,7.9,36,182
335,FIAT,500 CABRIO,MINICOMPACT,1.4,4,M5,Regular Gasoline,7.9,6.3,7.2,39,166
336,FIAT,500 CABRIO TURBO,MINICOMPACT,1.4,4,M5,Regular Gasoline,8.5,6.9,7.8,36,179
337,FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,A6,Regular Gasoline,8.7,6.9,7.9,36,182
338,FIAT,500 HATCHBACK,MINICOMPACT,1.4,4,M5,Regular Gasoline,7.6,5.9,6.8,42,156
339,FIAT,500 HATCHBACK TURBO,MINICOMPACT,1.4,4,M5,Regular Gasoline,8.5,6.9,7.8,36,179
340,FIAT,500L TURBO,STATION WAGON - SMALL,1.4,4,AM6,Regular Gasoline,10.0,7.2,8.7,32,200
341,FIAT,500L TURBO,STATION WAGON - SMALL,1.4,4,M6,Regular Gasoline,9.3,7.2,8.4,34,193
342,FORD,C-MAX HYBRID,FULL-SIZE,2.0,4,AV,Regular Gasoline,5.6,6.4,6.0,47,138
343,FORD,E150 VAN FFV,VAN - CARGO,4.6,8,A4,Regular Gasoline,17.7,14.4,16.2,17,373
344,FORD,E150 VAN FFV,VAN - CARGO,4.6,8,A4,Ethanol (E85),24.1,19.2,21.9,13,350
345,FORD,E150 VAN FFV,VAN - CARGO,5.4,8,A4,Regular Gasoline,19.3,14.7,17.2,16,396
346,FORD,E150 VAN FFV,VAN - CARGO,5.4,8,A4,Ethanol (E85),24.9,19.6,22.5,13,360
347,FORD,E150 WAGON FFV,VAN - PASSENGER,4.6,8,A4,Regular Gasoline,18.6,14.6,16.8,17,386
348,FORD,E150 WAGON FFV,VAN - PASSENGER,4.6,8,A4,Ethanol (E85),25.5,20.0,23.0,12,368
349,FORD,E350 WAGON,VAN - PASSENGER,6.8,10,A5,Regular Gasoline,23.9,17.8,21.2,13,488
350,FORD,E350 WAGON FFV,VAN - PASSENGER,5.4,8,A4,Regular Gasoline,20.6,15.5,18.3,15,421
351,FORD,E350 WAGON FFV,VAN - PASSENGER,5.4,8,A4,Ethanol (E85),26.7,20.5,23.9,12,382
352,FORD,EDGE,SUV - SMALL,2.0,4,A6,Regular Gasoline,11.3,7.9,9.8,29,225
353,FORD,EDGE,SUV - SMALL,3.5,6,AS6,Regular Gasoline,12.6,8.7,10.8,26,248
354,FORD,EDGE AWD,SUV - SMALL,3.5,6,AS6,Regular Gasoline,13.3,9.3,11.5,25,264
355,FORD,EDGE AWD,SUV - SMALL,3.7,6,AS6,Regular Gasoline,13.7,10.4,12.2,23,281
356,FORD,ESCAPE,SUV - SMALL,1.6,4,AS6,Regular Gasoline,10.4,7.4,9.1,31,209
357,FORD,ESCAPE,SUV - SMALL,2.0,4,AS6,Regular Gasoline,10.9,8.0,9.6,29,221
358,FORD,ESCAPE,SUV - SMALL,2.5,4,AS6,Regular Gasoline,10.9,7.5,9.4,30,216
359,FORD,ESCAPE AWD,SUV - SMALL,1.6,4,AS6,Regular Gasoline,10.5,7.9,9.3,30,214
360,FORD,ESCAPE AWD,SUV - SMALL,2.0,4,AS6,Regular Gasoline,11.2,8.5,10.0,28,230
361,FORD,EXPEDITION 4X4 FFV,SUV - STANDARD,5.4,8,A6,Regular Gasoline,18.2,13.3,16.0,18,368
362,FORD,EXPEDITION 4X4 FFV,SUV - STANDARD,5.4,8,A6,Ethanol (E85),24.5,18.0,21.6,13,346
363,FORD,EXPLORER,SUV - STANDARD,2.0,4,A6,Regular Gasoline,11.8,8.3,10.2,28,235
364,FORD,EXPLORER AWD,SUV - STANDARD,3.5,6,AS6,Regular Gasoline,14.8,10.7,13.0,22,299
365,FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,Regular Gasoline,13.7,9.7,11.9,24,274
366,FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,Ethanol (E85),18.3,12.9,15.9,18,254
367,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,Regular Gasoline,14.3,10.3,12.5,23,288
368,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,Ethanol (E85),18.9,13.9,16.7,17,267
369,FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,A6,Regular Gasoline,14.5,10.6,12.7,22,292
370,FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,AS6,Regular Gasoline,14.6,10.6,12.8,22,294
371,FORD,F-150,PICKUP TRUCK - STANDARD,6.2,8,AS6,Regular Gasoline,18.3,12.9,15.9,18,366
372,FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,A6,Regular Gasoline,15.9,11.3,13.8,20,317
373,FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS6,Regular Gasoline,15.4,11.0,13.4,21,308
374,FORD,F-150 4X4,PICKUP TRUCK - STANDARD,6.2,8,AS6,Regular Gasoline,20.1,14.4,17.5,16,402
375,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,A6,Regular Gasoline,14.0,10.3,12.3,23,283
376,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,A6,Ethanol (E85),18.8,13.7,16.5,17,264
377,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,AS6,Regular Gasoline,14.0,10.3,12.3,23,283
378,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.7,6,AS6,Ethanol (E85),18.8,13.7,16.5,17,264
379,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,A6,Regular Gasoline,16.4,12.3,14.6,19,336
380,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,A6,Ethanol (E85),22.1,16.7,19.7,14,315
381,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS6,Regular Gasoline,16.4,12.3,14.6,19,336
382,FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS6,Ethanol (E85),22.1,16.7,19.7,14,315
383,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,A6,Regular Gasoline,15.0,11.4,13.4,21,308
384,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,A6,Ethanol (E85),20.2,15.3,18.0,16,288
385,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,AS6,Regular Gasoline,15.0,11.4,13.4,21,308
386,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.7,6,AS6,Ethanol (E85),20.2,15.3,18.0,16,288
387,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,A6,Regular Gasoline,16.8,12.6,14.9,19,343
388,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,A6,Ethanol (E85),22.4,17.0,20.0,14,320
389,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS6,Regular Gasoline,16.7,12.5,14.8,19,340
390,FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS6,Ethanol (E85),22.4,16.9,19.9,14,318
391,FORD,F-150 RAPTOR 4X4,PICKUP TRUCK - STANDARD,6.2,8,AS6,Regular Gasoline,20.4,15.0,18.0,16,414
392,FORD,FIESTA,SUBCOMPACT,1.6,4,AS6,Regular Gasoline,8.5,6.5,7.6,37,175
393,FORD,FIESTA,SUBCOMPACT,1.6,4,M5,Regular Gasoline,8.6,6.4,7.6,37,175
394,FORD,FIESTA SFE,SUBCOMPACT,1.0,4,M5,Regular Gasoline,7.5,5.5,6.6,43,152
395,FORD,FIESTA SFE,SUBCOMPACT,1.6,4,AS6,Regular Gasoline,8.0,5.8,7.0,40,161
396,FORD,FIESTA ST,COMPACT,1.6,4,M6,Regular Gasoline,8.9,6.8,8.0,35,184
397,FORD,FLEX,SUV - STANDARD,3.5,6,AS6,Regular Gasoline,13.2,9.4,11.5,25,264
398,FORD,FLEX AWD,SUV - STANDARD,3.5,6,AS6,Regular Gasoline,13.7,10.2,12.1,23,278
399,FORD,FLEX AWD (EcoBoost),SUV - STANDARD,3.5,6,AS6,Regular Gasoline,14.8,10.4,12.8,22,294
400,FORD,FOCUS,COMPACT,2.0,4,M6,Regular Gasoline,10.2,7.4,8.9,32,205
401,FORD,FOCUS FFV,COMPACT,2.0,4,A6,Regular Gasoline,8.8,6.4,7.7,37,177
402,FORD,FOCUS FFV,COMPACT,2.0,4,A6,Ethanol (E85),11.7,8.5,10.3,27,165
403,FORD,FOCUS FFV,COMPACT,2.0,4,AS6,Regular Gasoline,8.9,6.4,7.8,36,179
404,FORD,FOCUS FFV,COMPACT,2.0,4,AS6,Ethanol (E85),11.7,8.5,10.3,27,165
405,FORD,FOCUS FFV,COMPACT,2.0,4,M5,Regular Gasoline,9.1,6.6,8.0,35,184
406,FORD,FOCUS FFV,COMPACT,2.0,4,M5,Ethanol (E85),11.9,8.9,10.6,27,170
407,FORD,FOCUS SFE FFV,COMPACT,2.0,4,A6,Regular Gasoline,8.4,5.8,7.2,39,166
408,FORD,FOCUS SFE FFV,COMPACT,2.0,4,A6,Ethanol (E85),11.6,8.3,10.1,28,162
409,FORD,FUSION,MID-SIZE,1.5,4,AS6,Regular Gasoline,10.1,6.6,8.5,33,196
410,FORD,FUSION,MID-SIZE,1.6,4,M6,Regular Gasoline,9.4,6.4,8.1,35,186
411,FORD,FUSION,MID-SIZE,2.0,4,AS6,Regular Gasoline,10.5,7.1,9.0,31,207
412,FORD,FUSION,MID-SIZE,2.5,4,AS6,Regular Gasoline,10.5,7.0,8.9,32,205
413,FORD,FUSION (Start/Stop),MID-SIZE,1.5,4,AS6,Regular Gasoline,9.5,6.3,8.1,35,186
414,FORD,FUSION AWD,MID-SIZE,2.0,4,AS6,Regular Gasoline,10.9,7.5,9.4,30,216
415,FORD,FUSION HYBRID,MID-SIZE,2.0,4,AV,Regular Gasoline,5.3,5.7,5.5,51,126
416,FORD,MUSTANG,SUBCOMPACT,3.7,6,A6,Regular Gasoline,12.1,7.8,10.2,28,235
417,FORD,MUSTANG,SUBCOMPACT,3.7,6,M6,Regular Gasoline,12.7,8.1,10.6,27,244
418,FORD,MUSTANG,SUBCOMPACT,5.0,8,A6,Regular Gasoline,13.3,9.3,11.5,25,264
419,FORD,MUSTANG,SUBCOMPACT,5.0,8,M6,Regular Gasoline,15.4,9.4,12.7,22,292
420,FORD,MUSTANG,SUBCOMPACT,5.8,8,M6,Premium Gasoline,15.9,9.9,13.2,21,304
421,FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,3.7,6,A6,Regular Gasoline,12.5,8.2,10.6,27,244
422,FORD,TAURUS,FULL-SIZE,2.0,4,AS6,Regular Gasoline,10.5,7.3,9.1,31,209
423,FORD,TAURUS AWD,FULL-SIZE,3.5,6,AS6,Regular Gasoline,13.7,9.4,11.8,24,271
424,FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,Regular Gasoline,12.1,8.1,10.3,27,237
425,FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,Ethanol (E85),17.0,11.1,14.3,20,229
426,FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,Regular Gasoline,13.0,9.1,11.2,25,258
427,FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,Ethanol (E85),18.4,12.5,15.7,18,251
428,FORD,TRANSIT CONNECT,SPECIAL PURPOSE VEHICLE,1.6,4,AS6,Regular Gasoline,10.8,8.0,9.5,30,218
429,FORD,TRANSIT CONNECT,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,Regular Gasoline,11.3,8.2,9.9,29,228
430,FORD,TRANSIT CONNECT TAXI,SPECIAL PURPOSE VEHICLE,1.6,4,AS6,Regular Gasoline,11.5,8.3,10.1,28,232
431,FORD,TRANSIT CONNECT WAGON,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,Regular Gasoline,11.9,8.5,10.4,27,239
432,GMC,ACADIA,SUV - STANDARD,3.6,6,A6,Regular Gasoline,14.3,9.9,12.3,23,283
433,GMC,ACADIA AWD,SUV - STANDARD,3.6,6,A6,Regular Gasoline,14.9,10.4,12.9,22,297
434,GMC,SAVANA 1500 CARGO,VAN - CARGO,4.3,6,A4,Regular Gasoline,17.1,12.7,15.1,19,347
435,GMC,SAVANA 1500 CARGO,VAN - CARGO,5.3,8,A4,Regular Gasoline,18.0,13.4,15.9,18,366
436,GMC,SAVANA 1500 CARGO,VAN - CARGO,5.3,8,A4,Ethanol (E85),23.5,17.7,20.9,14,334
437,GMC,SAVANA 1500 CARGO AWD,VAN - CARGO,5.3,8,A4,Regular Gasoline,18.3,14.2,16.5,17,380
438,GMC,SAVANA 1500 CARGO AWD,VAN - CARGO,5.3,8,A4,Ethanol (E85),23.7,18.8,21.5,13,344
439,GMC,SAVANA 1500 CARGO CONV,VAN - CARGO,5.3,8,A4,Regular Gasoline,18.6,13.9,16.5,17,380
440,GMC,SAVANA 1500 CARGO CONV,VAN - CARGO,5.3,8,A4,Ethanol (E85),23.9,18.5,21.5,13,344
441,GMC,SAVANA 1500 CARGO CONV AWD,VAN - CARGO,5.3,8,A4,Regular Gasoline,18.3,14.2,16.5,17,380
442,GMC,SAVANA 1500 CARGO CONV AWD,VAN - CARGO,5.3,8,A4,Ethanol (E85),25.3,19.3,22.6,12,362
443,GMC,SAVANA 1500 PASSENGER,VAN - PASSENGER,5.3,8,A4,Regular Gasoline,18.6,13.9,16.5,17,380
444,GMC,SAVANA 1500 PASSENGER,VAN - PASSENGER,5.3,8,A4,Ethanol (E85),23.9,18.5,21.5,13,344
445,GMC,SAVANA 1500 PASSENGER AWD,VAN - PASSENGER,5.3,8,A4,Regular Gasoline,18.3,14.2,16.5,17,380
446,GMC,SAVANA 1500 PASSENGER AWD,VAN - PASSENGER,5.3,8,A4,Ethanol (E85),25.3,19.3,22.6,12,362
447,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,4.8,8,A6,Regular Gasoline,21.1,14.2,18.0,16,414
448,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,6.0,8,A6,Regular Gasoline,21.9,15.0,18.8,15,432
449,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,6.0,8,A6,Ethanol (E85),30.0,20.4,25.7,11,411
450,GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,4.8,8,A6,Regular Gasoline,21.3,14.3,18.2,16,419
451,GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,6.0,8,A6,Regular Gasoline,22.1,15.0,18.9,15,435
452,GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,6.0,8,A6,Ethanol (E85),30.2,20.5,25.8,11,413
